airline_sentiment,text
0,united bag still colo springs disabled search unfamiliar airport look bag good outcome
0,united shame flex tickets transfer rules even calling neurosurgery icu enough
0,united denver said handle baggage made colo springs gave number call help either
0,united guys need serious training customer service many better options put way guys handle ur mistakes
1,united ord dca
0,united found problem avoided like plague told find supervisor
0,united zcc u cancelled flight flight h advance need connect flight reschedule link helping help gf waited months see
0,united flying
0,united addition first flight delayed hour arriving destination hrs late flight
1,united cancelled flighted flight rebook us added flight drive denver kc thanks
1,united announcement pre boarding addresses mobility disability requires travel lot stuff preboard
2,united flew united last month experience awesome
0,united travel booked thru united group dept okc ticket agent less willing help connection lax
0,united v upset disability services told one employees carrying medical equipment rude
0,united thnx quick reply think assist intl grp put considerable inconvenience today
0,united wont transfer flight ticket accompany yr old active military mom emergency brain surgery wow
0,united getmeontop weeks late flightr still received miles mileageplus gift card starbucks card handed
0,united k always hoping improvement
0,united yet complained guy checked luggage throwing bags around unfortunate coincidence hope
0,united okc ticket agent roger mclarren sp less helpful intl group travel problems find supervisor help
0,united mobile apps need construction ground os category expensive get right
0,united another fail united ticket agents okc less helpful could care less problems american come
2,united also working wc coach good thing bird landed ahead schedule use wc stat
1,united os controlled rather verizonwireless app new
0,united sent email customer care telling may break sincerely hope help
0,united silly flying delta today united club staff attendants surly unhelpful always seem bothered pesky folk
0,united phone number find call flight reservation
0,united well fix missing buddies th bday negligence attempt make
0,united believe help customer service like said want number someone fix
0,united helped baggage service desk said bc tsa screening fll bags made bag ewr
0,united mobile boarding pass disappeared phone standing line board second time week hmm
2,united record rozana newark lovely helpful choosekind
1,united last night ord lga
2,united thx update
1,united thank
1,united dm nuts
0,united explain eager flight attendant trying ask vision ccicanine guide dog
0,united point asking details servicedog book flight crew read continued
0,united tried one available bogota everyone rude houston stuck hours guys
0,united worst unitedflightsever ua las iad mechanical problems took land fix delayed wtfodds
2,united despite bag making newark good informative email tracking updates help
0,united going ua outbound flight last thurs delayed hrs long delay worst unitedflightsever
0,united worst unitedflightsever ua iad las mechanical problems switched aircraft delayed hours
0,united crashed trying check
2,united wow deal plus seats available easy change make customer happy
1,united thanks info already knew
1,united airline trouble winter amp getting good customer service contact url negotiate resolutions
0,united logan boarding gong show due lax carry enforcement bins full coats room bags u need better system
1,united thank
0,united blackmailed paying extra return ticket nullified san francisco airport terrible service rep scam
1,united email address reach long dm
0,united disappointed u didnt honor credit given ur mistakes taking business elsewhere
0,united ua still waiting supposed depart
0,united credit last trip never came mail
0,united ok months waiting hear airline gave quite bit days requested terrible service
0,united process ever end still waiting reply since months pathetic customerservice
0,united going website flight booking problems three tickets today booted system umpteen times
0,united get account number website says email unavailable
1,united need book two one ways order fly unaccompanied minor
0,united received bag last night still missing one
0,united simonroesner need upgrade seats even economy plus like sitting concrete bench
1,united pls help baby hannah get life saving surgeries requires needs help pls donate rt url
1,united bet wont honour like mine ey
0,united nd flight also delayed pilots boarded sit scheduling
1,united guess much ask huh
0,united hard stay upset someone least try show remorse
0,united way simple apology goes long way even hollow one obvious care well
0,united one time thing either shocking pattern repeated neglect disrespect
0,united fingers crossed amp intact disappointed experience actually saying enjoyed using
0,united incredibly easy fix would rather stay comfort zone get forced mine
0,united july zero excuses date system causes problems like
0,united everyone around us sitting friends family members booked tickets october december bought
0,united sure talking going nonstop flights sna sfo sfo ewr
0,united moving americanair united talk service
1,united please good weekend
0,united asked legitimate question systemwide vs localized problems got back unrelate flightd copy paste better
0,united time call need skis go airport get faith united
